filename,path,operationId,verb,response_object,tags,params,summary,description,stackql_resource_name,stackql_method_name,stackql_verb,stackql_object_key
vectorsearch.json,/api/2.0/vector-search/indexes/{index_name},vector_search_indexes_delete_index,delete,,"vectorsearch, vector_search_indexes",index_name,Delete an index.,Delete an index.  :param index_name: str   Name of the index,indexes,delete,delete,
vectorsearch.json,/api/2.0/vector-search/indexes/{index_name},vector_search_indexes_get_index,get,VectorIndex,"vectorsearch, vector_search_indexes","index_name, ensure_reranker_compatible",Get an index.,"Get an index.  :param index_name: str   Name of the index :param ensure_reranker_compatible: bool (optional)   If true, the URL returned for the index is guaranteed to be compatible with the reranker. Currently   this means we return the CP URL regardless of how the index is being accessed. If not set or set to   false, the URL may still be compatible with the reranker depending on what URL we return.  :returns: :class:`VectorIndex`",indexes,get,select,
vectorsearch.json,/api/2.0/vector-search/indexes/{index_name}/query,vector_search_indexes_query_index,post,QueryVectorIndexResponse,"vectorsearch, vector_search_indexes","index_name, columns, columns_to_rerank, filters_json, num_results, query_text, query_type, query_vector, reranker, score_threshold",Query the specified vector index.,"Query the specified vector index.  :param index_name: str   Name of the vector index to query. :param columns: List[str]   List of column names to include in the response. :param columns_to_rerank: List[str] (optional)   Column names used to retrieve data to send to the reranker. :param filters_json: str (optional)   JSON string representing query filters.    Example filters:    - `{""id <"": 5}`: Filter for id less than 5. - `{""id >"": 5}`: Filter for id greater than 5. - `{""id   <="": 5}`: Filter for id less than equal to 5. - `{""id >="": 5}`: Filter for id greater than equal to   5. - `{""id"": 5}`: Filter for id equal to 5. :param num_results: int (optional)   Number of results to return. Defaults to 10. :param query_text: str (optional)   Query text. Required for Delta Sync Index using model endpoint. :param query_type: str (optional)   The query type to use. Choices are `ANN` and `HYBRID` and `FULL_TEXT`. Defaults to `ANN`. :param query_vector: List[float] (optional)   Query vector. Required for Direct Vector Access Index and Delta Sync Index using self-managed   vectors. :param reranker: :class:`RerankerConfig` (optional)   If set, the top 50 results are reranked with the Databricks Reranker model before returning the   `num_results` results to the user. The setting `columns_to_rerank` selects which columns are used   for reranking. For each datapoint, the columns selected are concatenated before being sent to the   reranking model. See https://docs.databricks.com/aws/en/vector-search/query-vector-search#rerank for   more information. :param score_threshold: float (optional)   Threshold for the approximate nearest neighbor search. Defaults to 0.0.  :returns: :class:`QueryVectorIndexResponse`",indexes,query_index,exec,
vectorsearch.json,/api/2.0/vector-search/indexes/{index_name}/query-next-page,vector_search_indexes_query_next_page,post,QueryVectorIndexResponse,"vectorsearch, vector_search_indexes","index_name, endpoint_name, page_token",Use `next_page_token` returned from previous `QueryVectorIndex` or `QueryVectorIndexNextPage` request,Use `next_page_token` returned from previous `QueryVectorIndex` or `QueryVectorIndexNextPage` request to fetch next page of results.  :param index_name: str   Name of the vector index to query. :param endpoint_name: str (optional)   Name of the endpoint. :param page_token: str (optional)   Page token returned from previous `QueryVectorIndex` or `QueryVectorIndexNextPage` API.  :returns: :class:`QueryVectorIndexResponse`,indexes,query_next_page,exec,
vectorsearch.json,/api/2.0/vector-search/indexes/{index_name}/scan,vector_search_indexes_scan_index,post,ScanVectorIndexResponse,"vectorsearch, vector_search_indexes","index_name, last_primary_key, num_results",Scan the specified vector index and return the first `num_results` entries after the exclusive,Scan the specified vector index and return the first `num_results` entries after the exclusive `primary_key`.  :param index_name: str   Name of the vector index to scan. :param last_primary_key: str (optional)   Primary key of the last entry returned in the previous scan. :param num_results: int (optional)   Number of results to return. Defaults to 10.  :returns: :class:`ScanVectorIndexResponse`,indexes,scan_index,exec,
vectorsearch.json,/api/2.0/vector-search/indexes/{index_name}/sync,vector_search_indexes_sync_index,post,,"vectorsearch, vector_search_indexes",index_name,Triggers a synchronization process for a specified vector index.,Triggers a synchronization process for a specified vector index.  :param index_name: str   Name of the vector index to synchronize. Must be a Delta Sync Index.,indexes,sync_index,exec,
vectorsearch.json,/api/2.0/vector-search/indexes/{index_name}/upsert-data,vector_search_indexes_upsert_data_vector_index,post,UpsertDataVectorIndexResponse,"vectorsearch, vector_search_indexes","index_name, inputs_json",Handles the upserting of data into a specified vector index.,Handles the upserting of data into a specified vector index.  :param index_name: str   Name of the vector index where data is to be upserted. Must be a Direct Vector Access Index. :param inputs_json: str   JSON string representing the data to be upserted.  :returns: :class:`UpsertDataVectorIndexResponse`,indexes,upsert_data_vector_index,exec,
vectorsearch.json,/api/2.0/vector-search/endpoints/{endpoint_name},vector_search_endpoints_patch_endpoint,patch,EndpointInfo,"vectorsearch, vector_search_endpoints","endpoint_name, min_qps",Update an endpoint,Update an endpoint  :param endpoint_name: str   Name of the vector search endpoint :param min_qps: int (optional)   Min QPS for the endpoint. Positive integer sets QPS target; -1 resets to default scaling behavior.  :returns: :class:`EndpointInfo`,vector_search_endpoints,update,update,
vectorsearch.json,/api/2.0/permissions/vector-search-endpoints/{endpoint_id}/permissionLevels,vector_search_endpoints_get_permission_levels,get,GetVectorSearchEndpointPermissionLevelsResponse,"vectorsearch, vector_search_endpoints",endpoint_id,Gets the permission levels that a user can have on an object.,Gets the permission levels that a user can have on an object.  :param endpoint_id: str   The vector search endpoint for which to get or manage permissions.  :returns: :class:`GetVectorSearchEndpointPermissionLevelsResponse`,vector_search_endpoint_permission_levels,get,select,
vectorsearch.json,/api/2.0/permissions/vector-search-endpoints/{endpoint_id},vector_search_endpoints_get_permissions,get,VectorSearchEndpointPermissions,"vectorsearch, vector_search_endpoints",endpoint_id,Gets the permissions of a vector search endpoint. Vector search endpoints can inherit permissions from,Gets the permissions of a vector search endpoint. Vector search endpoints can inherit permissions from their root object.  :param endpoint_id: str   The vector search endpoint for which to get or manage permissions.  :returns: :class:`VectorSearchEndpointPermissions`,vector_search_endpoint_permissions,get,select,
vectorsearch.json,/api/2.0/permissions/vector-search-endpoints/{endpoint_id},vector_search_endpoints_set_permissions,put,VectorSearchEndpointPermissions,"vectorsearch, vector_search_endpoints","endpoint_id, access_control_list","Sets permissions on an object, replacing existing permissions if they exist. Deletes all direct","Sets permissions on an object, replacing existing permissions if they exist. Deletes all direct permissions if none are specified. Objects can inherit permissions from their root object.  :param endpoint_id: str   The vector search endpoint for which to get or manage permissions. :param access_control_list: List[:class:`VectorSearchEndpointAccessControlRequest`] (optional)  :returns: :class:`VectorSearchEndpointPermissions`",vector_search_endpoint_permissions,set,replace,
vectorsearch.json,/api/2.0/permissions/vector-search-endpoints/{endpoint_id},vector_search_endpoints_update_permissions,patch,VectorSearchEndpointPermissions,"vectorsearch, vector_search_endpoints","endpoint_id, access_control_list",Updates the permissions on a vector search endpoint. Vector search endpoints can inherit permissions,Updates the permissions on a vector search endpoint. Vector search endpoints can inherit permissions from their root object.  :param endpoint_id: str   The vector search endpoint for which to get or manage permissions. :param access_control_list: List[:class:`VectorSearchEndpointAccessControlRequest`] (optional)  :returns: :class:`VectorSearchEndpointPermissions`,vector_search_endpoint_permissions,update,update,
vectorsearch.json,/api/2.0/vector-search/endpoints/{endpoint_name}/throughput,vector_search_endpoints_patch_endpoint_throughput,patch,PatchEndpointThroughputResponse,"vectorsearch, vector_search_endpoints","endpoint_name, all_or_nothing, concurrency, maximum_concurrency_allowed, minimal_concurrency_allowed, num_replicas",Update the throughput (concurrency) of an endpoint,"Update the throughput (concurrency) of an endpoint  :param endpoint_name: str   Name of the AI Search endpoint :param all_or_nothing: bool (optional)   If true, the request will fail if the requested concurrency or limits cannot be exactly met. If   false, the request will be adjusted to the closest possible value. :param concurrency: float (optional)   Requested concurrency (total CPU) for the endpoint. If not specified, the current concurrency is   maintained. :param maximum_concurrency_allowed: float (optional)   Maximum concurrency allowed for the endpoint. If not specified, the current maximum is maintained. :param minimal_concurrency_allowed: float (optional)   Minimum concurrency allowed for the endpoint. If not specified, the current minimum is maintained. :param num_replicas: int (optional)   Requested number of data copies for the endpoint (including primary). For example: num_replicas=2   means 2 total copies of the data (1 primary + 1 replica). If not specified, the current replication   factor is maintained. Valid range: 1-6 (where 1 = no replication, 6 = 1 primary + 5 replicas).  :returns: :class:`PatchEndpointThroughputResponse`",vector_search_endpoints,patch_throughput,exec,
vectorsearch.json,/api/2.0/vector-search/indexes/{name}/autoeval,vector_search_indexes_get_auto_eval_status,get,GetAutoEvalStatusResponse,"vectorsearch, vector_search_indexes",name,Returns the status of the latest autoeval run for a vector index.,Returns the status of the latest autoeval run for a vector index.  :param name: str   Fully qualified index name (catalog.schema.index).  :returns: :class:`GetAutoEvalStatusResponse`,vector_search_indexes,vector_search_indexes_get_auto_eval_status,select,
vectorsearch.json,/api/2.0/vector-search/indexes/{name}/autoeval,vector_search_indexes_run_auto_eval,post,RunAutoEvalResponse,"vectorsearch, vector_search_indexes","name, num_queries, num_results, query_types, queryset_query_column, queryset_relevant_docs_column, queryset_table",Triggers an autoeval quality evaluation for a vector index.,"Triggers an autoeval quality evaluation for a vector index.  :param name: str   Fully qualified index name (catalog.schema.index). :param num_queries: int (optional)   Number of queries to generate for evaluation (default: 50). :param num_results: int (optional)   Number of results to fetch per query (default: 10). :param query_types: List[str] (optional)   Query types to evaluate (default: FULL_TEXT, ANN, HYBRID). :param queryset_query_column: str (optional)   Column in ``queryset_table`` holding the query text. Required when ``queryset_table`` is set;   ignored otherwise. :param queryset_relevant_docs_column: str (optional)   Optional column in ``queryset_table`` holding the ground-truth relevant document IDs for each query   (STRING or ARRAY<STRING>). When set, recall@k is reported against these labels; when unset,   evaluation falls back to LLM-judged metrics only. Ignored when ``queryset_table`` is unset. :param queryset_table: str (optional)   Fully qualified Unity Catalog table (catalog.schema.table) of evaluation queries to run against the   index. When set, queries are read from this table and synthetic query generation is skipped. The   table takes precedence over any automatically detected query source.  :returns: :class:`RunAutoEvalResponse`",vector_search_indexes,run_auto_eval,exec,
vectorsearch.json,/api/2.0/vector-search/indexes/{name}/reranker-finetuning,vector_search_indexes_run_reranker_finetuning,post,RunRerankerFinetuningResponse,"vectorsearch, vector_search_indexes","name, embedding_model, model_name, num_queries, query_column, query_table",Triggers reranker finetuning for a vector index.,"Triggers reranker finetuning for a vector index.  :param name: str   Fully qualified index name (catalog.schema.index). :param embedding_model: str (optional)   Model-serving endpoint name. Reranker finetuning only supports managed Delta Sync indices   (Databricks-computed embeddings), so this field is informational — it is auto-derived from the   index and not used to embed training queries locally. :param model_name: str (optional)   Fully qualified UC name for the registered finetuned model (catalog.schema.model). When unset, the   handler derives a default of ``<catalog>.<schema>.reranker_<index_short_name>`` from ``name``. :param num_queries: int (optional)   Cap on the number of queries sampled from ``query_table`` (or generated when ``query_table`` is   unset). Use -1 to process all queries (the data-gen default). Lower values cut LLM-judge cost and   run time. :param query_column: str (optional)   Column in ``query_table`` containing the query text. Ignored when ``query_table`` is unset. Defaults   to ""query_text"" when omitted. :param query_table: str (optional)   Optional fully qualified UC Delta table holding training queries (catalog.schema.table). When unset,   the data-gen job synthesises queries from the index corpus via an LLM.  :returns: :class:`RunRerankerFinetuningResponse`",vector_search_indexes,run_reranker_finetuning,exec,
vectorsearch.json,/api/2.0/vector-search/indexes/{index_name}/usage-policy,vector_search_indexes_update_index_budget_policy,patch,UpdateVectorIndexUsagePolicyResponse,"vectorsearch, vector_search_indexes","index_name, usage_policy_id",Update the budget policy of an index,Update the budget policy of an index  :param index_name: str   Name of the AI Search index :param usage_policy_id: str (optional)   The usage policy id to be applied  :returns: :class:`UpdateVectorIndexUsagePolicyResponse`,vector_search_indexes,update_index_budget_policy,exec,
